P42262	Periplasmic binding protein-like I [IPR028082]
P42263	Periplasmic binding protein-like I [IPR028082]
P42285	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P42330	NADP-dependent oxidoreductase domain superfamily [IPR036812]
P42331	Rho GTPase activation protein [IPR008936]
P42331	PH-like domain superfamily [IPR011993]
P42336	Phosphoinositide 3-kinase, accessory (PIK) domain superfamily [IPR042236]
P42336	Protein kinase-like domain superfamily [IPR011009]
P42336	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily [IPR036940]
P42336	Armadillo-type fold [IPR016024]
P42336	C2 domain superfamily [IPR035892]
P42336	Ubiquitin-like domain superfamily [IPR029071]
P42338	Phosphoinositide 3-kinase, accessory (PIK) domain superfamily [IPR042236]
P42338	Protein kinase-like domain superfamily [IPR011009]
P42338	Armadillo-type fold [IPR016024]
P42338	C2 domain superfamily [IPR035892]
P42338	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily [IPR036940]
P42338	Ubiquitin-like domain superfamily [IPR029071]
P42345	Tetratricopeptide-like helical domain superfamily [IPR011990]
P42345	FKBP12-rapamycin binding domain superfamily [IPR036738]
P42345	Protein kinase-like domain superfamily [IPR011009]
P42345	Armadillo-like helical [IPR011989]
P42345	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily [IPR036940]
P42345	Armadillo-type fold [IPR016024]
P42356	Armadillo-type fold [IPR016024]
P42356	Protein kinase-like domain superfamily [IPR011009]
P42356	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily [IPR036940]
P42356	Phosphoinositide 3-kinase, accessory (PIK) domain superfamily [IPR042236]
P42357	Fumarase/histidase, N-terminal [IPR024083]
P42357	L-Aspartase-like [IPR008948]
P42566	EF-hand domain pair [IPR011992]
P42568	YEATS superfamily [IPR038704]
P42574	Caspase-like domain superfamily [IPR029030]
P42575	Death-like domain superfamily [IPR011029]
P42575	Caspase-like domain superfamily [IPR029030]
P42658	Alpha/Beta hydrolase fold [IPR029058]
P42677	Zinc-binding ribosomal protein [IPR011332]
P42677	Ribosomal protein S27, zinc-binding domain superfamily [IPR023407]
P42679	SH2 domain superfamily [IPR036860]
P42679	SH3-like domain superfamily [IPR036028]
P42679	Protein kinase-like domain superfamily [IPR011009]
P42680	Protein kinase-like domain superfamily [IPR011009]
P42680	SH3-like domain superfamily [IPR036028]
P42680	SH2 domain superfamily [IPR036860]
P42680	PH-like domain superfamily [IPR011993]
P42681	Protein kinase-like domain superfamily [IPR011009]
P42681	SH2 domain superfamily [IPR036860]
P42681	SH3-like domain superfamily [IPR036028]
P42684	SH3-like domain superfamily [IPR036028]
P42684	Protein kinase-like domain superfamily [IPR011009]
P42684	SH2 domain superfamily [IPR036860]
P42685	Protein kinase-like domain superfamily [IPR011009]
P42685	SH3-like domain superfamily [IPR036028]
P42685	SH2 domain superfamily [IPR036860]
P42694	Zinc finger, CCCH-type superfamily [IPR036855]
P42694	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P42695	Armadillo-like helical [IPR011989]
P42695	Armadillo-type fold [IPR016024]
P42696	Nucleotide-binding alpha-beta plait domain superfamily [IPR012677]
P42696	RNA-binding domain superfamily [IPR035979]
P42701	Immunoglobulin-like fold [IPR013783]
P42701	Fibronectin type III superfamily [IPR036116]
P42702	Fibronectin type III superfamily [IPR036116]
P42702	Immunoglobulin-like fold [IPR013783]
P42704	Tetratricopeptide-like helical domain superfamily [IPR011990]
P42765	Thiolase-like [IPR016039]
P42766	Ribosomal protein L29/L35 superfamily [IPR036049]
P42768	CRIB domain superfamily [IPR036936]
P42768	PH-like domain superfamily [IPR011993]
P42768	Wiscott-Aldrich syndrome protein, C-terminal [IPR011026]
P42771	Ankyrin repeat-containing domain superfamily [IPR036770]
P42772	Ankyrin repeat-containing domain superfamily [IPR036770]
P42773	Ankyrin repeat-containing domain superfamily [IPR036770]
P42785	Alpha/Beta hydrolase fold [IPR029058]
P42785	Serine carboxypeptidase S28, SKS domain [IPR042269]
P42830	Chemokine interleukin-8-like superfamily [IPR036048]
P42858	Armadillo-like helical [IPR011989]
P42858	Armadillo-type fold [IPR016024]
P42892	Metallopeptidase, catalytic domain superfamily [IPR024079]
P42892	Peptidase M13, domain 2 [IPR042089]
P42898	FAD-linked oxidoreductase-like [IPR029041]
P43003	Sodium:dicarboxylate symporter superfamily [IPR036458]
P43004	Sodium:dicarboxylate symporter superfamily [IPR036458]
P43005	Sodium:dicarboxylate symporter superfamily [IPR036458]
P43007	Sodium:dicarboxylate symporter superfamily [IPR036458]
P43026	Cystine-knot cytokine [IPR029034]
P43034	LIS1, N-terminal [IPR037190]
P43034	WD40/YVTN repeat-like-containing domain superfamily [IPR015943]
P43034	WD40-repeat-containing domain superfamily [IPR036322]
P43080	EF-hand domain pair [IPR011992]
P43121	Immunoglobulin-like fold [IPR013783]
P43121	Immunoglobulin-like domain superfamily [IPR036179]
P43146	Immunoglobulin-like domain superfamily [IPR036179]
P43146	Immunoglobulin-like fold [IPR013783]
P43146	Fibronectin type III superfamily [IPR036116]
P43155	Chloramphenicol acetyltransferase-like domain superfamily [IPR023213]
P43155	Choline/Carnitine o-acyltransferase, domain 2 [IPR042231]
P43166	Alpha carbonic anhydrase domain superfamily [IPR036398]
P43220	GPCR family 2, extracellular hormone receptor domain superfamily [IPR036445]
P43234	Papain-like cysteine peptidase superfamily [IPR038765]
P43235	Papain-like cysteine peptidase superfamily [IPR038765]
P43243	RNA-binding domain superfamily [IPR035979]
P43243	Nucleotide-binding alpha-beta plait domain superfamily [IPR012677]
P43246	DNA mismatch repair protein MutS, core domain superfamily [IPR036187]
P43246	DNA mismatch repair protein MutS, N-terminal [IPR016151]
P43246	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P43246	MutS, connector domain superfamily [IPR036678]
P43250	Protein kinase-like domain superfamily [IPR011009]
P43250	RGS, subdomain 2 [IPR044926]
P43250	RGS domain superfamily [IPR036305]
P43251	Carbon-nitrogen hydrolase superfamily [IPR036526]
P43268	Winged helix-like DNA-binding domain superfamily [IPR036388]
P43268	Winged helix DNA-binding domain superfamily [IPR036390]
P43304	Alpha-glycerophosphate oxidase, C-terminal domain superfamily [IPR038299]
P43304	FAD/NAD(P)-binding domain superfamily [IPR036188]
P43304	EF-hand domain pair [IPR011992]
P43320	Gamma-crystallin-like [IPR011024]
P43351	DNA repair protein Rad52/59/22 superfamily [IPR042525]
P43353	Aldehyde/histidinol dehydrogenase [IPR016161]
P43353	Aldehyde dehydrogenase, C-terminal [IPR016163]
P43353	Aldehyde dehydrogenase, N-terminal [IPR016162]
P43354	Nuclear hormone receptor-like domain superfamily [IPR035500]
P43354	Zinc finger, NHR/GATA-type [IPR013088]
P43355	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43355	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43356	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43356	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43357	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43357	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43358	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43358	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43360	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43360	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43361	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43361	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43362	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43362	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43363	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43363	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43364	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43364	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43365	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43365	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43366	MAGE homology domain, winged helix WH2 motif [IPR041899]
P43366	MAGE homology domain, winged helix WH1 motif [IPR041898]
P43378	CRAL-TRIO lipid binding domain superfamily [IPR036865]
P43378	Protein-tyrosine phosphatase-like [IPR029021]
P43378	CRAL/TRIO, N-terminal domain superfamily [IPR036273]
P43403	Protein kinase-like domain superfamily [IPR011009]
P43403	Tyrosine-protein kinase SYK/ZAP-70, inter-SH2 domain superfamily [IPR023420]
P43403	SH2 domain superfamily [IPR036860]
P43405	Protein kinase-like domain superfamily [IPR011009]
P43405	SH2 domain superfamily [IPR036860]
P43405	Tyrosine-protein kinase SYK/ZAP-70, inter-SH2 domain superfamily [IPR023420]
P43487	PH-like domain superfamily [IPR011993]
P43490	Aldolase-type TIM barrel [IPR013785]
P43490	Nicotinate phosphoribosyltransferase-like, C-terminal [IPR036068]
P43626	Immunoglobulin-like fold [IPR013783]
P43626	Immunoglobulin-like domain superfamily [IPR036179]
P43627	Immunoglobulin-like domain superfamily [IPR036179]
P43627	Immunoglobulin-like fold [IPR013783]
P43628	Immunoglobulin-like fold [IPR013783]
P43628	Immunoglobulin-like domain superfamily [IPR036179]
P43629	Immunoglobulin-like domain superfamily [IPR036179]
P43629	Immunoglobulin-like fold [IPR013783]
P43630	Immunoglobulin-like domain superfamily [IPR036179]
P43630	Immunoglobulin-like fold [IPR013783]
P43631	Immunoglobulin-like domain superfamily [IPR036179]
P43631	Immunoglobulin-like fold [IPR013783]
P43632	Immunoglobulin-like domain superfamily [IPR036179]
P43632	Immunoglobulin-like fold [IPR013783]
P43652	Serum albumin-like [IPR020858]
P43681	Neurotransmitter-gated ion-channel transmembrane domain superfamily [IPR036719]
P43681	Neurotransmitter-gated ion-channel ligand-binding domain superfamily [IPR036734]
P43681	Neuronal acetylcholine receptor [IPR038050]
P43686	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P43694	Zinc finger, NHR/GATA-type [IPR013088]
P43699	Homeobox-like domain superfamily [IPR009057]
P43897	Elongation factor Ts, dimerisation domain superfamily [IPR036402]
P43897	UBA-like superfamily [IPR009060]
P45378	Troponin domain superfamily [IPR038077]
P45379	Troponin domain superfamily [IPR038077]
P45452	PGBD-like superfamily [IPR036365]
P45452	Hemopexin-like domain superfamily [IPR036375]
P45452	Metallopeptidase, catalytic domain superfamily [IPR024079]
P45844	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P45877	Cyclophilin-like domain superfamily [IPR029000]
P45880	Porin domain superfamily [IPR023614]
P45954	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily [IPR009100]
P45954	Acyl-CoA dehydrogenase-like, C-terminal [IPR036250]
P45954	Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily [IPR037069]
P45973	Chromo-like domain superfamily [IPR016197]
P45974	Papain-like cysteine peptidase superfamily [IPR038765]
P45974	UBA-like superfamily [IPR009060]
P45974	Zinc finger, RING/FYVE/PHD-type [IPR013083]
P45983	Protein kinase-like domain superfamily [IPR011009]
P45984	Protein kinase-like domain superfamily [IPR011009]
P45985	Protein kinase-like domain superfamily [IPR011009]
P46013	SMAD/FHA domain superfamily [IPR008984]
P46019	Six-hairpin glycosidase-like superfamily [IPR012341]
P46019	Six-hairpin glycosidase superfamily [IPR008928]
P46020	Six-hairpin glycosidase-like superfamily [IPR012341]
P46020	Six-hairpin glycosidase superfamily [IPR008928]
P46059	MFS transporter superfamily [IPR036259]
P46060	Leucine-rich repeat domain superfamily [IPR032675]
P46060	Ran-GTPase activating protein 1, C-terminal domain superfamily [IPR036720]
P46063	Winged helix-like DNA-binding domain superfamily [IPR036388]
P46063	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P46087	S-adenosyl-L-methionine-dependent methyltransferase [IPR029063]
P46098	Neurotransmitter-gated ion-channel transmembrane domain superfamily [IPR036719]
P46098	Neurotransmitter-gated ion-channel ligand-binding domain superfamily [IPR036734]
P46098	Neuronal acetylcholine receptor [IPR038050]
P46100	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P46100	SNF2-like, N-terminal domain superfamily [IPR038718]
P46100	Zinc finger, RING/FYVE/PHD-type [IPR013083]
P46100	Zinc finger, FYVE/PHD-type [IPR011011]
P46108	SH2 domain superfamily [IPR036860]
P46108	SH3-like domain superfamily [IPR036028]
P46109	SH2 domain superfamily [IPR036860]
P46109	SH3-like domain superfamily [IPR036028]
P46199	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P46199	Translation initiation factor IF-2, domain 3 superfamily [IPR036925]
P46199	Translation protein, beta-barrel domain superfamily [IPR009000]
P46379	Ubiquitin-like domain superfamily [IPR029071]
P46439	Glutathione S-transferase, C-terminal domain superfamily [IPR036282]
P46439	Thioredoxin-like superfamily [IPR036249]
P46459	Aspartate decarboxylase-like domain superfamily [IPR009010]
P46459	CDC48 domain 2-like superfamily [IPR029067]
P46459	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P46527	Cyclin-dependent kinase inhibitor domain superfamily [IPR044898]
P46531	Notch-like domain superfamily [IPR035993]
P46531	Ankyrin repeat-containing domain superfamily [IPR036770]
P46531	Growth factor receptor cysteine-rich domain superfamily [IPR009030]
P46597	S-adenosyl-L-methionine-dependent methyltransferase [IPR029063]
P46597	Winged helix-like DNA-binding domain superfamily [IPR036388]
P46597	Winged helix DNA-binding domain superfamily [IPR036390]
P46721	MFS transporter superfamily [IPR036259]
P46721	Kazal domain superfamily [IPR036058]
P46734	Protein kinase-like domain superfamily [IPR011009]
P46776	Ribosomal L18e/L15P superfamily [IPR036227]
P46776	Ribosomal L15/L27a, N-terminal [IPR027386]
P46778	Translation protein SH3-like domain superfamily [IPR008991]
P46778	Ribosomal protein L21 superfamily [IPR036948]
P46781	RNA-binding S4 domain superfamily [IPR036986]
P46782	Ribosomal protein S7 domain superfamily [IPR036823]
P46783	Winged helix-like DNA-binding domain superfamily [IPR036388]
P46926	NagB/RpiA transferase-like [IPR037171]
P46934	C2 domain superfamily [IPR035892]
P46934	WW domain superfamily [IPR036020]
P46934	HECT, E3 ligase catalytic domain [IPR035983]
P46937	WW domain superfamily [IPR036020]
P46939	Zinc finger, ZZ-type superfamily [IPR043145]
P46939	WW domain superfamily [IPR036020]
P46939	CH domain superfamily [IPR036872]
P46939	EF-hand domain pair [IPR011992]
P46940	CH domain superfamily [IPR036872]
P46940	Rho GTPase activation protein [IPR008936]
P46940	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P46952	RmlC-like jelly roll fold [IPR014710]
P46952	RmlC-like cupin domain superfamily [IPR011051]
P46976	Nucleotide-diphospho-sugar transferases [IPR029044]
P47224	Mss4-like superfamily [IPR011057]
P47224	Mss4/translationally controlled tumour-associated TCTP [IPR011323]
P47712	C2 domain superfamily [IPR035892]
P47712	Acyl transferase/acyl hydrolase/lysophospholipase [IPR016035]
P47736	Rap/Ran-GAP superfamily [IPR035974]
P47755	F-actin capping protein, alpha subunit, domain 1 [IPR042489]
P47755	F-actin-capping protein subunit alpha/beta [IPR037282]
P47755	F-actin-capping protein subunit alpha/beta, domain 2 [IPR042276]
P47756	F-actin-capping protein subunit alpha/beta [IPR037282]
P47756	F-actin-capping protein subunit beta, N-terminal domain [IPR043175]
P47756	F-actin-capping protein subunit alpha/beta, domain 2 [IPR042276]
P47813	Nucleic acid-binding, OB-fold [IPR012340]
P47869	Neurotransmitter-gated ion-channel transmembrane domain superfamily [IPR036719]
P47869	Neuronal acetylcholine receptor [IPR038050]
P47869	Neurotransmitter-gated ion-channel ligand-binding domain superfamily [IPR036734]
P47870	Neuronal acetylcholine receptor [IPR038050]
P47870	Neurotransmitter-gated ion-channel transmembrane domain superfamily [IPR036719]
P47870	Neurotransmitter-gated ion-channel ligand-binding domain superfamily [IPR036734]
P47871	GPCR family 2, extracellular hormone receptor domain superfamily [IPR036445]
P47872	GPCR family 2, extracellular hormone receptor domain superfamily [IPR036445]
P47874	Olfactory marker superfamily [IPR036727]
P47895	Aldehyde dehydrogenase, N-terminal [IPR016162]
P47895	Aldehyde dehydrogenase, C-terminal [IPR016163]
P47895	Aldehyde/histidinol dehydrogenase [IPR016161]
P47897	Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain superfamily [IPR011035]
P47897	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 2 [IPR042559]
P47897	Ribosomal protein L25/Gln-tRNA synthetase, N-terminal [IPR020056]
P47897	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 1 [IPR042558]
P47897	Rossmann-like alpha/beta/alpha sandwich fold [IPR014729]
P47902	Homeobox-like domain superfamily [IPR009057]
P47928	Helix-loop-helix DNA-binding domain superfamily [IPR036638]
P47929	Concanavalin A-like lectin/glucanase domain superfamily [IPR013320]
P47944	Metallothionein domain superfamily [IPR017854]
P47944	Metallothionein domain superfamily, vertebrate [IPR023587]
P47972	Concanavalin A-like lectin/glucanase domain superfamily [IPR013320]
P47974	Zinc finger, CCCH-type superfamily [IPR036855]
P47985	Globular protein, non-globular alpha/beta subunit [IPR011070]
P47985	Cytochrome bc1 complex subunit Rieske, transmembrane domain superfamily [IPR037008]
P47989	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain superfamily [IPR037165]
P47989	FAD-binding, type PCMH-like superfamily [IPR036318]
P47989	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead superfamily [IPR036856]
P47989	FAD-binding, type PCMH, subdomain 1 [IPR016167]
P47989	FAD-binding, type PCMH, subdomain 2 [IPR016169]
P47989	2Fe-2S ferredoxin-like superfamily [IPR036010]
P47989	CO dehydrogenase flavoprotein, C-terminal domain superfamily [IPR036683]
P47989	Beta-grasp domain superfamily [IPR012675]
P47992	Chemokine interleukin-8-like superfamily [IPR036048]
P48023	Tumour necrosis factor-like domain superfamily [IPR008983]
P48029	Sodium:neurotransmitter symporter superfamily [IPR037272]
P48047	F1F0 ATP synthase OSCP/delta subunit, N-terminal domain superfamily [IPR026015]
P48048	Potassium channel, inwardly rectifying, Kir, cytoplasmic [IPR013518]
P48048	Immunoglobulin E-set [IPR014756]
P48050	Potassium channel, inwardly rectifying, Kir, cytoplasmic [IPR013518]
P48050	Immunoglobulin E-set [IPR014756]
P48051	Immunoglobulin E-set [IPR014756]
P48051	Potassium channel, inwardly rectifying, Kir, cytoplasmic [IPR013518]
P48052	Metallocarboxypeptidase-like, propeptide [IPR036990]
P48058	Periplasmic binding protein-like I [IPR028082]
P48060	CAP superfamily [IPR035940]
P48061	Chemokine interleukin-8-like superfamily [IPR036048]
P48065	Sodium:neurotransmitter symporter superfamily [IPR037272]
P48066	Sodium:neurotransmitter symporter superfamily [IPR037272]
P48067	Sodium:neurotransmitter symporter superfamily [IPR037272]
P48147	Alpha/Beta hydrolase fold [IPR029058]
P48163	Malic enzyme, N-terminal domain superfamily [IPR037062]
P48163	NAD(P)-binding domain superfamily [IPR036291]
P48165	Connexin, N-terminal domain superfamily [IPR038359]
P48167	Neurotransmitter-gated ion-channel ligand-binding domain superfamily [IPR036734]
P48167	Neurotransmitter-gated ion-channel transmembrane domain superfamily [IPR036719]
P48167	Neuronal acetylcholine receptor [IPR038050]
P48169	Neurotransmitter-gated ion-channel transmembrane domain superfamily [IPR036719]
P48169	Neuronal acetylcholine receptor [IPR038050]
P48169	Neurotransmitter-gated ion-channel ligand-binding domain superfamily [IPR036734]
P48200	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3 [IPR015931]
P48200	Aconitase, iron-sulfur domain [IPR036008]
P48200	Aconitase/3-isopropylmalate dehydratase, swivel [IPR015928]
P48201	F/V-ATP synthase subunit C superfamily [IPR035921]
P48201	F1F0 ATP synthase subunit C superfamily [IPR038662]
P48304	C-type lectin-like/link domain superfamily [IPR016186]
P48304	C-type lectin fold [IPR016187]
P48307	Pancreatic trypsin inhibitor Kunitz domain superfamily [IPR036880]
P48357	Fibronectin type III superfamily [IPR036116]
P48357	Immunoglobulin-like fold [IPR013783]
P48378	Winged helix-like DNA-binding domain superfamily [IPR036388]
P48378	Winged helix DNA-binding domain superfamily [IPR036390]
P48380	Winged helix DNA-binding domain superfamily [IPR036390]
P48380	Winged helix-like DNA-binding domain superfamily [IPR036388]
P48382	Winged helix DNA-binding domain superfamily [IPR036390]
P48382	Winged helix-like DNA-binding domain superfamily [IPR036388]
P48426	Phosphatidylinositol-4-phosphate 5-kinase, N-terminal [IPR027484]
P48431	High mobility group box domain superfamily [IPR036910]
P48436	High mobility group box domain superfamily [IPR036910]
P48443	Zinc finger, NHR/GATA-type [IPR013088]
P48443	Nuclear hormone receptor-like domain superfamily [IPR035500]
P48444	Longin-like domain superfamily [IPR011012]
P48444	AP-2 complex subunit mu, C-terminal superfamily [IPR036168]
P48448	Aldehyde dehydrogenase, N-terminal [IPR016162]
P48448	Aldehyde dehydrogenase, C-terminal [IPR016163]
P48448	Aldehyde/histidinol dehydrogenase [IPR016161]
P48449	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid [IPR008930]
P48454	Metallo-dependent phosphatase-like [IPR029052]
P48506	Glutamine synthetase/guanido kinase, catalytic domain [IPR014746]
P48507	NADP-dependent oxidoreductase domain superfamily [IPR036812]
P48509	Tetraspanin, EC2 domain superfamily [IPR008952]
P48544	Potassium channel, inwardly rectifying, Kir, cytoplasmic [IPR013518]
P48544	Immunoglobulin E-set [IPR014756]
P48546	GPCR family 2, extracellular hormone receptor domain superfamily [IPR036445]
P48547	Voltage-dependent channel domain superfamily [IPR027359]
P48547	SKP1/BTB/POZ domain superfamily [IPR011333]
P48549	Immunoglobulin E-set [IPR014756]
P48549	Potassium channel, inwardly rectifying, Kir, cytoplasmic [IPR013518]
P48551	Immunoglobulin-like fold [IPR013783]
P48551	Fibronectin type III superfamily [IPR036116]
P48594	Serpin superfamily [IPR036186]
P48594	Serpin superfamily, domain 2 [IPR042185]
P48594	Serpin superfamily, domain 1 [IPR042178]
P48595	Serpin superfamily, domain 2 [IPR042185]
P48595	Serpin superfamily, domain 1 [IPR042178]
P48595	Serpin superfamily [IPR036186]
P48637	Pre-ATP-grasp domain superfamily [IPR016185]
P48637	Glutathione synthase, N-terminal, eukaryotic [IPR014049]
P48637	Glutathione synthase, alpha-helical [IPR014042]
P48637	Glutathione synthase, substrate-binding domain superfamily [IPR037013]
P48637	Glutathione synthase, C-terminal, eukaryotic [IPR014709]
P48643	GroEL-like apical domain superfamily [IPR027409]
P48643	TCP-1-like chaperonin intermediate domain superfamily [IPR027410]
P48643	GroEL-like equatorial domain superfamily [IPR027413]
P48664	Sodium:dicarboxylate symporter superfamily [IPR036458]
P48723	ATPase, nucleotide binding domain [IPR043129]
P48728	Glycine cleavage T-protein/YgfZ, C-terminal [IPR029043]
P48728	GTP-binding protein TrmE/Aminomethyltransferase GcvT, domain 1 [IPR027266]
P48729	Protein kinase-like domain superfamily [IPR011009]
P48730	Protein kinase-like domain superfamily [IPR011009]
P48736	Armadillo-type fold [IPR016024]
P48736	C2 domain superfamily [IPR035892]
P48736	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily [IPR036940]
P48736	Phosphoinositide 3-kinase, accessory (PIK) domain superfamily [IPR042236]
P48736	Ubiquitin-like domain superfamily [IPR029071]
P48736	Protein kinase-like domain superfamily [IPR011009]
P48739	START-like domain superfamily [IPR023393]
P48740	Peptidase S1, PA clan [IPR009003]
P48740	Sushi/SCR/CCP superfamily [IPR035976]
P48740	Spermadhesin, CUB domain superfamily [IPR035914]
P48740	Peptidase S1, PA clan, chymotrypsin-like fold [IPR043504]
P48741	ATPase, nucleotide binding domain [IPR043129]
P48742	Homeobox-like domain superfamily [IPR009057]
P48745	Growth factor receptor cysteine-rich domain superfamily [IPR009030]
P48745	Thrombospondin type-1 (TSP1) repeat superfamily [IPR036383]
P48751	Phosphotransferase/anion transporter [IPR016152]
P48775	Tryptophan/Indoleamine 2,3-dioxygenase-like [IPR037217]
P48788	Troponin domain superfamily [IPR038077]
P48960	Growth factor receptor cysteine-rich domain superfamily [IPR009030]
P48995	Ankyrin repeat-containing domain superfamily [IPR036770]
P49116	Nuclear hormone receptor-like domain superfamily [IPR035500]
P49116	Zinc finger, NHR/GATA-type [IPR013088]
P49137	Protein kinase-like domain superfamily [IPR011009]
P49137	MAP kinase activated protein kinase, C-terminal [IPR027442]
P49184	Endonuclease/exonuclease/phosphatase superfamily [IPR036691]
P49189	Aldehyde dehydrogenase, N-terminal [IPR016162]
P49189	Aldehyde dehydrogenase, C-terminal [IPR016163]
P49189	Aldehyde/histidinol dehydrogenase [IPR016161]
P49190	GPCR family 2, extracellular hormone receptor domain superfamily [IPR036445]
P49221	Immunoglobulin-like fold [IPR013783]
P49221	Transglutaminase, C-terminal domain superfamily [IPR036238]
P49221	Immunoglobulin E-set [IPR014756]
P49221	Papain-like cysteine peptidase superfamily [IPR038765]
P49221	Transglutaminase-like superfamily [IPR036985]
P49223	Pancreatic trypsin inhibitor Kunitz domain superfamily [IPR036880]
P49247	NagB/RpiA transferase-like [IPR037171]
P49257	Concanavalin A-like lectin/glucanase domain superfamily [IPR013320]
P49321	Tetratricopeptide-like helical domain superfamily [IPR011990]
P49326	FAD/NAD(P)-binding domain superfamily [IPR036188]
P49327	ACP-like superfamily [IPR036736]
P49327	NAD(P)-binding domain superfamily [IPR036291]
P49327	Malonyl-CoA ACP transacylase, ACP-binding [IPR016036]
P49327	Acyl transferase domain superfamily [IPR001227]
P49327	S-adenosyl-L-methionine-dependent methyltransferase [IPR029063]
P49327	Polyketide synthase, dehydratase domain superfamily [IPR042104]
P49327	Alpha/Beta hydrolase fold [IPR029058]
P49327	GroES-like superfamily [IPR011032]
P49327	Thiolase-like [IPR016039]
P49327	Acyl transferase/acyl hydrolase/lysophospholipase [IPR016035]
P49335	Homeobox-like domain superfamily [IPR009057]
P49335	Lambda repressor-like, DNA-binding domain superfamily [IPR010982]
P49336	Protein kinase-like domain superfamily [IPR011009]
P49356	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid [IPR008930]
P49366	DHS-like NAD/FAD-binding domain superfamily [IPR029035]
P49366	Deoxyhypusine synthase superfamily [IPR036982]
P49368	GroEL-like apical domain superfamily [IPR027409]
P49368	GroEL-like equatorial domain superfamily [IPR027413]
P49368	TCP-1-like chaperonin intermediate domain superfamily [IPR027410]
P49406	Translation protein SH3-like domain superfamily [IPR008991]
P49406	Ribosomal protein L19 superfamily [IPR038657]
P49407	Arrestin-like, C-terminal [IPR014752]
P49407	Immunoglobulin E-set [IPR014756]
P49407	Arrestin, N-terminal [IPR014753]
P49411	Translation protein, beta-barrel domain superfamily [IPR009000]
P49411	P-loop containing nucleoside triphosphate hydrolase [IPR027417]
P49411	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal [IPR009001]
P49418	SH3-like domain superfamily [IPR036028]
P49418	AH/BAR domain superfamily [IPR027267]
P49419	Aldehyde dehydrogenase, N-terminal [IPR016162]
P49419	Aldehyde dehydrogenase, C-terminal [IPR016163]
P49419	Aldehyde/histidinol dehydrogenase [IPR016161]
P49427	Ubiquitin-conjugating enzyme/RWD-like [IPR016135]
P49441	Inositol polyphosphate 1-phosphatase, domain 1 [IPR044897]
P49448	NAD(P)-binding domain superfamily [IPR036291]
P49450	Histone-fold [IPR009072]
P49458	Signal recognition particle, SRP9/SRP14 subunit [IPR009018]
P49459	Ubiquitin-conjugating enzyme/RWD-like [IPR016135]
P49585	Rossmann-like alpha/beta/alpha sandwich fold [IPR014729]
P49588	Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily [IPR018162]
P49588	Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily [IPR018163]
